"","fear_rating","anger_rating","choice2","subject","type2","contingency2","Exp_Batch","contingency","choice"
"1",4.38330821599811,4.83039187220857,1,1,14,1,1,"weapon","fight"
"2",3.96159380096942,3.34907417255454,1,1,17,1,1,"weapon","fight"
"3",6.11478541865945,4.60378169291653,1,1,3,1,1,"weapon","fight"
"4",4.00023636594415,3.21532110963017,-1,1,16,1,1,"weapon","escape"
"5",1.42819486116059,2.98807265773416,1,1,15,1,1,"weapon","fight"
"6",1.41083847824484,2.68470809089952,1,1,7,1,1,"weapon","fight"
"7",3.6237019742839,2.13377901236527,1,1,18,1,1,"weapon","fight"
"8",2.51683543897234,3.47197242337279,-1,1,4,1,1,"weapon","escape"
"9",5.15014368365519,3.54247101978399,1,1,8,1,1,"weapon","fight"
"10",3.27700738813728,1.86229755636305,1,1,2,1,1,"weapon","fight"
"11",3.93271532165818,2.97625816892833,1,1,12,1,1,"weapon","fight"
"12",2.70558947115205,3.46664797863923,1,1,9,1,1,"weapon","fight"
"13",2.94424652103335,2.90678184991702,-1,1,11,1,1,"weapon","escape"
"14",2.92984733185731,4.29512708820403,-1,1,6,1,1,"weapon","escape"
"15",3.83808575044387,3.99875829787925,1,1,20,1,1,"weapon","fight"
"16",3.83831227375194,1.92669104970992,-1,1,10,1,1,"weapon","escape"
"17",0.338204395258799,2.69094377300702,-1,1,5,1,1,"weapon","escape"
"18",1.44086449500173,3.81294046668336,-1,1,1,1,1,"weapon","escape"
"19",4.61005653301254,4.2632917673327,-1,1,13,1,1,"weapon","escape"
"20",5.5989710076712,3.96796208526939,1,1,19,1,1,"weapon","fight"
"21",2.35379425412975,4.113853022689,1,1,1,-1,1,"non_weapon","fight"
"22",1.8331993764732,0.50261068646796,-1,1,14,-1,1,"non_weapon","escape"
"23",3.74973574164324,1.92209649831057,1,1,9,-1,1,"non_weapon","fight"
"24",1.40632005641237,5.39749721297994,1,1,2,-1,1,"non_weapon","fight"
"25",3.77423544228077,2.1861894398462,-1,1,10,-1,1,"non_weapon","escape"
"26",4.08069381257519,5.5528065324761,-1,1,13,-1,1,"non_weapon","escape"
"27",4.77352319960482,3.81987131526694,-1,1,3,-1,1,"non_weapon","escape"
"28",5.18401993857697,5.82623215019703,-1,1,20,-1,1,"non_weapon","escape"
"29",3.21277061733417,3.12563390121795,-1,1,4,-1,1,"non_weapon","escape"
"30",2.74465082376264,3.06498217675835,1,1,5,-1,1,"non_weapon","fight"
"31",2.14443710655905,3.76663951366208,-1,1,17,-1,1,"non_weapon","escape"
"32",3.53350114938803,1.2640326784458,1,1,11,-1,1,"non_weapon","fight"
"33",2.05737201799639,3.72275397786871,1,1,19,-1,1,"non_weapon","fight"
"34",4.47401402145624,2.71794575103559,-1,1,15,-1,1,"non_weapon","escape"
"35",1.65626156912185,4.94778074673377,-1,1,12,-1,1,"non_weapon","escape"
"36",5.34202483505942,3.73105732770637,-1,1,6,-1,1,"non_weapon","escape"
"37",2.11294338805601,1.70163229247555,-1,1,16,-1,1,"non_weapon","escape"
"38",1.94602404604666,1.86246059183031,1,1,18,-1,1,"non_weapon","fight"
"39",5.09039161424153,2.63192415540107,1,1,7,-1,1,"non_weapon","fight"
"40",1.59751371480525,1.09178942278959,1,1,8,-1,1,"non_weapon","fight"
"41",1.53693867987022,3.17778406874277,1,2,2,1,1,"weapon","fight"
"42",3.41962705114857,1.73759527032264,1,2,8,1,1,"weapon","fight"
"43",5.3270429323893,3.02874203212559,-1,2,20,1,1,"weapon","escape"
"44",5.4500695830211,4.4805077048298,1,2,17,1,1,"weapon","fight"
"45",5.24736266024411,5.72555065422318,1,2,1,1,1,"weapon","fight"
"46",4.71171497926116,2.53943550749682,1,2,9,1,1,"weapon","fight"
"47",2.10277838255278,3.18067219015211,1,2,3,1,1,"weapon","fight"
"48",0.575138309039176,4.17611563009675,-1,2,19,1,1,"weapon","escape"
"49",4.39565561013296,2.05561251332983,1,2,18,1,1,"weapon","fight"
"50",0.728609718615189,4.99438847461715,1,2,4,1,1,"weapon","fight"
"51",2.45384442433715,2.09803683843464,1,2,6,1,1,"weapon","fight"
"52",4.5854495129548,4.51914942556061,1,2,7,1,1,"weapon","fight"
"53",2.3116736243479,2.61523904534988,1,2,16,1,1,"weapon","fight"
"54",0.984978519659492,1.35183297654614,1,2,13,1,1,"weapon","fight"
"55",2.37296766089275,1.98019121563993,-1,2,15,1,1,"weapon","escape"
"56",2.3102607564535,6.01304626768455,1,2,14,1,1,"weapon","fight"
"57",0.247093697078526,0.0809184457175434,-1,2,5,1,1,"weapon","escape"
"58",0.0466740133240819,4.64887661579996,1,2,11,1,1,"weapon","fight"
"59",3.51874297508039,5.00212952774949,1,2,12,1,1,"weapon","fight"
"60",4.91010069437325,0.68300291383639,-1,2,10,1,1,"weapon","escape"
"61",4.52060012728907,5.44501028815284,-1,2,14,-1,1,"non_weapon","escape"
"62",3.35879489872605,0.431279786629602,-1,2,3,-1,1,"non_weapon","escape"
"63",4.90250217798166,5.16802614741027,-1,2,20,-1,1,"non_weapon","escape"
"64",3.55190633027814,1.96993879508227,1,2,6,-1,1,"non_weapon","fight"
"65",6.10028947517276,0.757395994151011,-1,2,4,-1,1,"non_weapon","escape"
"66",1.95211585611105,4.78384237340651,1,2,12,-1,1,"non_weapon","fight"
"67",4.89665935235098,3.46213743253611,-1,2,10,-1,1,"non_weapon","escape"
"68",6.24082389916293,0.638378608971834,-1,2,16,-1,1,"non_weapon","escape"
"69",3.7976480172947,4.82142694690265,1,2,11,-1,1,"non_weapon","fight"
"70",1.53407969465479,6.43100312445313,-1,2,18,-1,1,"non_weapon","escape"
"71",3.87665046728216,4.3839920212049,1,2,19,-1,1,"non_weapon","fight"
"72",2.13989176601171,4.34769201069139,-1,2,2,-1,1,"non_weapon","escape"
"73",7.35838136239909,3.9531862330623,-1,2,17,-1,1,"non_weapon","escape"
"74",2.41988972644322,5.39436752418987,-1,2,1,-1,1,"non_weapon","escape"
"75",4.34600786515512,3.02086634654552,1,2,15,-1,1,"non_weapon","fight"
"76",5.68486884771846,1.11161012551747,-1,2,9,-1,1,"non_weapon","escape"
"77",1.00399405998178,2.4823719158303,-1,2,5,-1,1,"non_weapon","escape"
"78",1.28851472516544,1.28089581918903,1,2,8,-1,1,"non_weapon","fight"
"79",3.96758379042149,4.45710111455992,-1,2,7,-1,1,"non_weapon","escape"
"80",3.39694954734296,0.548153260257095,1,2,13,-1,1,"non_weapon","fight"
"81",3.20732837240212,7.01398270810023,1,3,7,1,1,"weapon","fight"
"82",1.21792180463672,2.19053695863113,-1,3,12,1,1,"weapon","escape"
"83",4.86562794502825,0.423490102868527,1,3,2,1,1,"weapon","fight"
"84",2.43369416147471,5.29536568559706,1,3,6,1,1,"weapon","fight"
"85",1.49039288801141,0.661560874665156,1,3,20,1,1,"weapon","fight"
"86",3.71984938355163,4.15870197606273,-1,3,4,1,1,"weapon","escape"
"87",4.65869987728074,2.45645145257004,1,3,18,1,1,"weapon","fight"
"88",1.33488572956994,2.96024606633,1,3,11,1,1,"weapon","fight"
"89",5.4386110776104,4.21106049325317,-1,3,16,1,1,"weapon","escape"
"90",0.874003597535193,6.78387163208797,1,3,10,1,1,"weapon","fight"
"91",4.37465134682134,3.44330512188608,-1,3,1,1,1,"weapon","escape"
"92",4.09259834629484,1.63101642508991,1,3,13,1,1,"weapon","fight"
"93",2.54266477795318,5.34993100563996,1,3,14,1,1,"weapon","fight"
"94",2.9468205246143,3.12306910962798,1,3,5,1,1,"weapon","fight"
